Roll number,Rarity,Operator
74,4,Ambriel
75,3,Catapult
76,4,Deepcolor
77,4,Matterhorn
78,3,Orchid
79,5,Franka
80,5,Franka
81,4,Gravel
82,4,Vigna
83,4,Meteor
84,3,Cardigan
85,3,Fang
86,4,Shirayuki
87,5,Tsukinogi
88,3,Spot
89,5,Croissant
90,4,Click
91,5,Franka
92,3,Kroos
93,4,Rope
94,4,Doberman
95,3,Steward
96,4,Deepcolor
97,6,Mlynar
1,4,Rope
2,4,May
3,4,Jaye
4,3,Popukar
5,4,Cuora
6,4,Vigna
7,3,Popukar
8,3,Steward
9,3,Midnight
10,6,Magallan
11,3,Orchid
12,3,Kroos
13,4,Pinecone
14,3,Fang
15,4,Meteor
16,4,Shaw
17,4,Ambriel
18,3,Lava
19,5,Proviso
20,3,Hibiscus
21,3,Plume
22,3,Spot
23,4,Jaye
24,3,Orchid
25,3,Kroos
26,3,Spot
27,4,Roberta
28,4,Indigo
29,3,Popukar
30,3,Ansel
31,3,Kroos
32,4,Shirayuki
33,4,Cutter
34,5,Proviso
35,4,Scavenger
36,4,May
37,3,Plume
38,3,Steward
39,3,Steward
40,5,Ptilopsis
41,4,Matterhorn
42,4,Mousse
43,4,Ambriel
44,5,Franka
45,4,Podenco
46,3,Beagle
47,4,Aciddrop
48,4,Shirayuki
49,3,Vanilla
50,3,Orchid
51,3,Steward
52,3,Kroos
53,3,Cardigan
54,3,Orchid
55,4,Myrtle
56,4,Beehunter
57,3,Lava
58,4,Podenco
59,4,Gravel
60,4,Cuora
61,3,Steward
62,4,Rope
63,4,Chestnut
64,4,Pinecone
65,5,Franka
66,3,Spot
67,4,Ambriel
68,3,Plume
69,3,Beagle
70,3,Catapult
71,4,Aciddrop
72,5,Sesa
73,6,Skadi
74,4,Doberman
75,4,Shaw
76,3,Vanilla
77,3,Vanilla
78,4,Myrtle
79,4,Jaye
80,3,Melantha
81,3,Lava
82,6,Thorns
83,3,Vanilla
84,4,Jaye
85,4,May
86,3,Popukar
87,4,Ambriel
88,4,Rope
89,4,Jessica
90,4,Frostleaf
91,3,Hibiscus
92,3,Lava
93,4,Shaw
94,3,Vanilla
95,4,Shirayuki
96,4,Meteor
97,4,Jaye
98,4,Earthspirit
99,4,Haze
100,3,Beagle
101,4,Podenco
102,4,Sussurro
103,3,Catapult
104,4,Deepcolor
105,4,Haze
106,5,Proviso
107,3,Fang
108,4,Frostleaf
109,4,Sussurro
110,5,Proviso
111,4,Gummy
112,4,Jackie
113,3,Hibiscus
114,3,Plume
115,3,Steward
116,4,Mousse
117,4,Jessica
118,5,Lappland
119,3,Popukar
120,4,Earthspirit
121,3,Beagle
122,4,Scavenger
123,3,Fang
124,4,Chestnut
125,4,Matterhorn
126,4,Click
127,5,Texas
128,4,Shaw
129,4,Jaye
130,3,Kroos
131,4,Sussurro
132,3,Vanilla
133,4,Click
134,3,Fang
135,4,Myrrh
136,3,Fang
137,3,Midnight
138,4,Sussurro
139,3,Orchid
140,4,Jaye
141,4,Greyy
142,4,Frostleaf
143,4,Rope
144,4,Gummy
145,5,Franka
146,4,Mousse
147,5,Proviso
148,4,Ambriel
149,3,Orchid
150,3,Hibiscus
151,4,Mousse
152,4,Indigo
153,4,Arene
154,4,Beanstalk
155,5,Proviso
156,3,Plume
157,4,Arene
158,4,Myrtle
159,4,Mousse
160,5,Proviso
161,3,Fang
162,3,Catapult
163,3,Vanilla
164,4,Haze
165,4,Arene
166,4,Roberta
167,3,Orchid
168,4,Doberman
169,3,Hibiscus
170,4,Earthspirit
171,3,Plume
172,3,Ansel
173,3,Catapult
174,5,Franka
175,4,Myrrh
176,6,Mlynar
1,4,Beanstalk
2,3,Hibiscus
3,3,Plume
4,4,Jaye
5,3,Hibiscus
6,5,Sesa
7,3,Midnight
8,3,Ansel
9,4,Rope
10,4,Doberman
11,4,Arene
12,3,Cardigan
13,4,Shaw
14,3,Beagle
15,3,Cardigan
16,3,Orchid
17,4,Shirayuki
18,4,Scavenger
19,3,Melantha
20,4,Utage
21,3,Lava
22,3,Spot
23,4,Shirayuki
24,3,Melantha
25,4,Earthspirit
26,6,Aak
27,3,Catapult
28,3,Steward
29,4,Roberta
30,4,Shirayuki
31,5,Proviso
32,5,Proviso
33,4,Jessica
34,4,Beanstalk
35,3,Catapult
36,4,Shaw
37,3,Fang
38,5,Franka
39,3,Cardigan
40,6,Mlynar
1,4,Scavenger
2,4,Sussurro
3,3,Melantha
4,4,Scavenger
5,3,Vanilla
6,4,Beehunter
7,3,Kroos
8,5,Proviso
9,4,Deepcolor
10,3,Lava
11,4,Doberman
12,4,Beehunter
13,4,Sussurro
14,3,Hibiscus
15,4,Beanstalk
16,4,Meteor
17,4,Frostleaf
18,3,Melantha
19,5,Kazemaru
20,4,Sussurro
21,3,Ansel
22,4,Beehunter
23,3,Spot
24,5,Ayerscape
25,3,Plume
26,3,Melantha
27,3,Plume
28,5,Franka
29,3,Beagle
30,4,Utage
31,3,Spot
32,3,Steward
33,4,Shirayuki
34,4,Gravel
35,4,Deepcolor
36,4,Roberta
37,3,Cardigan
38,3,Steward
39,4,Doberman
40,3,Lava
41,3,Fang
42,4,Ambriel
43,4,Earthspirit
44,4,Meteor
45,3,Fang
46,4,Matoimaru
47,3,Steward
48,4,Mousse
49,4,Jessica
50,3,Popukar
51,4,Aciddrop
52,3,Midnight
53,4,Earthspirit
54,4,Vigna
55,4,Myrtle
56,4,Gravel
57,4,Mousse
58,4,Gravel
59,4,Jackie
60,4,Earthspirit
61,3,Lava
62,4,Deepcolor
63,4,Jessica
64,4,Vigna
65,4,Deepcolor
66,4,Deepcolor
67,3,Beagle
68,6,Mlynar
1,3,Beagle
2,3,Orchid
3,4,Matoimaru
4,3,Lava
5,3,Beagle
6,3,Popukar
7,5,Quercus
8,3,Lava
9,4,Matterhorn
10,4,Jessica
11,3,Steward
12,4,Pinecone
13,3,Orchid
14,5,Proviso
15,5,Franka
16,3,Hibiscus
17,4,Gravel
18,4,Shaw
19,4,Jaye
20,4,Vermeil
21,4,Matterhorn
22,3,Lava
23,4,Pinecone
24,3,Kroos
25,4,Indigo
26,3,Ansel
27,3,Orchid
28,5,Franka
29,4,Doberman
30,3,Beagle
31,4,Beehunter
32,4,Doberman
33,3,Orchid
34,3,Popukar
35,4,Doberman
36,3,Melantha
37,3,Melantha
38,4,Chestnut
39,4,Utage
40,3,Orchid
41,4,Earthspirit
42,3,Fang
43,4,Rope
44,4,Doberman
45,4,Shirayuki
46,3,Fang
47,4,Doberman
48,4,Myrtle
49,4,Utage
50,3,Steward
51,3,Plume
52,4,Podenco
53,3,Hibiscus
54,4,Jaye
55,3,Lava
56,4,Perfumer
57,4,Utage
58,3,Orchid
59,3,Lava
60,6,Mlynar
1,4,Matterhorn
2,4,Aciddrop
3,6,Thorns
4,3,Midnight
5,4,Roberta
6,4,Scavenger
7,4,Click
8,3,Popukar
9,4,Sussurro
10,3,Midnight
11,3,Hibiscus
12,4,Ambriel
13,4,Gravel
14,5,Specter
15,4,Shirayuki
16,3,Midnight
17,4,Beanstalk
18,6,Mlynar
1,4,Beanstalk
2,3,Spot
3,3,Ansel
4,4,Scavenger
5,4,Vermeil
6,6,Mlynar
1,4,Deepcolor
2,4,Gummy
3,4,Pinecone
4,3,Orchid
5,4,Roberta
6,3,Melantha
7,4,Shaw
8,3,Popukar
9,5,Zima
10,3,Spot
11,3,Melantha
12,4,Ambriel
13,3,Spot
14,4,Utage
15,3,Midnight
16,4,Matoimaru
17,3,Fang
18,4,Earthspirit
19,3,Popukar
20,4,Utage
21,4,Gravel
22,3,Spot
23,4,Sussurro
24,3,Catapult
25,4,Podenco
26,4,Jackie
27,4,Shirayuki
28,3,Kroos
29,3,Vanilla
30,4,Frostleaf
31,4,Perfumer
32,4,Podenco
33,4,Click
34,4,Indigo
35,3,Melantha
36,4,Meteor
37,3,Midnight
38,3,Cardigan
39,3,Beagle
40,4,Chestnut
41,3,Orchid
42,4,Roberta
43,4,Jackie
44,3,Midnight
45,4,Frostleaf
46,5,Proviso
47,3,Vanilla
48,3,Kroos
49,4,Beehunter
50,3,Midnight
51,3,Ansel
52,4,Haze
53,4,Aciddrop
54,3,Beagle
55,4,Meteor
56,4,Meteor
57,4,Sussurro
58,5,Franka
59,3,Vanilla
60,6,Mlynar
1,4,Gummy
2,3,Spot
3,4,Doberman
4,3,Vanilla
5,4,Aciddrop
6,4,Vermeil
7,4,Frostleaf
8,3,Popukar
9,5,Franka
10,3,Orchid
11,4,Jaye
12,4,Indigo
13,4,Vermeil
14,5,Liskarm
15,3,Popukar
16,3,Steward
17,4,Roberta
18,4,Cuora
19,3,Hibiscus
20,3,Popukar
21,3,Plume
22,4,Beanstalk
23,5,Meteorite
24,4,Cutter
25,3,Spot
26,4,Myrtle
27,3,Lava
28,3,Popukar
29,3,Lava
30,3,Cardigan
31,5,La Pluma
32,3,Melantha
33,3,Cardigan
34,4,Scavenger
35,4,Perfumer
36,4,Beehunter
37,4,Haze
38,4,May
39,4,Jessica
40,3,Fang
41,4,Vigna
42,4,Pinecone
43,6,Mlynar
1,3,Lava
2,3,Plume
3,3,Beagle
4,4,Mousse
5,4,Frostleaf
6,4,Gummy
7,3,Midnight
8,3,Catapult
9,6,Mlynar
1,4,Deepcolor
2,4,Matoimaru
3,4,Perfumer
4,4,Frostleaf
5,4,Click
6,3,Hibiscus
7,3,Cardigan
8,4,Chestnut
9,3,Catapult
10,6,Mlynar
11,3,Hibiscus
12,3,Kroos
13,4,Mousse
14,4,May
15,4,Chestnut
16,4,Greyy
17,3,Vanilla
18,4,Sussurro
19,3,Spot
20,4,Scavenger
21,3,Hibiscus
22,3,Ansel
23,4,Indigo
24,3,Ansel
25,4,Vermeil
26,3,Lava
27,4,Earthspirit
28,4,Earthspirit
29,4,Vigna
30,3,Plume
31,4,Aciddrop
32,3,Catapult
33,4,Aciddrop
34,3,Orchid
35,4,Gravel
36,4,Myrrh
37,3,Midnight
38,4,Haze
39,4,Meteor
40,4,Cutter
41,4,Beanstalk
42,4,Pinecone
43,3,Hibiscus
44,4,Rope
45,3,Beagle
46,3,Midnight
47,3,Ansel
48,4,Jaye
49,4,Pinecone
50,3,Spot
51,3,Spot
52,4,Shirayuki
53,3,Hibiscus
54,4,Chestnut
55,5,Cliffheart
56,4,Ambriel
57,3,Steward
58,4,Aciddrop
59,3,Midnight
60,3,Cardigan
61,4,Click
62,4,Cutter
63,4,Beehunter
64,3,Midnight
65,3,Steward
66,3,Hibiscus
67,3,Fang
68,3,Popukar
69,3,Plume
70,4,Roberta
71,4,Indigo
72,4,Matoimaru
73,6,Pozëmka
74,4,Beanstalk
75,3,Cardigan
76,5,Leizi
77,4,Ambriel
78,4,Rope
79,3,Kroos
80,4,Gravel
81,4,Deepcolor
82,3,Cardigan
83,3,Midnight
84,3,Midnight
85,4,Arene
86,3,Hibiscus
87,4,Meteor
88,3,Cardigan
89,4,May
90,4,Matoimaru
91,3,Melantha
92,4,Cutter
93,4,Vigna
94,3,Melantha
95,4,Myrtle
96,3,Orchid
97,3,Orchid
98,4,Jaye
99,3,Melantha
100,4,Beanstalk
101,4,Vigna
102,6,Goldenglow
103,3,Midnight
104,3,Catapult
105,3,Popukar
106,4,Vigna
107,3,Steward
108,3,Popukar
109,3,Lava
110,3,Midnight
111,6,Mlynar
1,4,Meteor
2,4,Vigna
3,4,Shaw
4,4,Scavenger
5,4,Jessica
6,3,Cardigan
7,5,Franka
8,4,Rope
9,3,Vanilla
10,3,Orchid
11,4,Podenco
12,4,Greyy
13,4,Ambriel
14,4,May
15,4,Perfumer
16,4,Click
17,4,Mousse
18,3,Plume
19,3,Hibiscus
20,6,Horn
21,3,Orchid
22,4,Earthspirit
23,6,Mlynar
1,3,Fang
2,3,Cardigan
3,4,Beanstalk
4,3,Catapult
5,4,Myrrh
6,3,Hibiscus
7,5,Proviso
8,4,Vermeil
9,5,Proviso
10,4,Rope
11,3,Beagle
12,3,Orchid
13,5,Proviso
14,4,Vigna
15,4,Vigna
16,4,Haze
17,3,Beagle
18,4,Gravel
19,4,Greyy
20,5,Franka
21,4,Meteor
22,4,Matoimaru
23,3,Cardigan
24,3,Orchid
25,3,Spot
26,3,Steward
27,5,Ashlock
28,4,Aciddrop
29,4,Matterhorn
30,3,Spot
31,4,Deepcolor
32,3,Steward
33,3,Cardigan
34,3,Spot
35,4,Jessica
36,5,Franka
37,5,Franka
38,3,Melantha
39,4,Podenco
40,3,Melantha
41,4,Rope
42,3,Catapult
43,4,Ambriel
44,3,Kroos
45,4,Doberman
46,3,Spot
47,3,Ansel
48,4,Frostleaf
49,4,Scavenger
50,6,Mlynar
